input_sha256,public_path,public_sha256,transform,replacement_occurrences
e3190c64a70d22a1cbc6b3b1a515ec28e1ef2861b7a18308fc77a175291e21ea,evidence/criteria_recheck/page_images/PER-11_p12.png,e3190c64a70d22a1cbc6b3b1a515ec28e1ef2861b7a18308fc77a175291e21ea,byte-identical,0
77556dab30dc9874d38959efdd115590f41eb5de77346bbb60443f56fc369495,evidence/criteria_recheck/page_images/PER-20_p11.png,77556dab30dc9874d38959efdd115590f41eb5de77346bbb60443f56fc369495,byte-identical,0
f7b238a4a599bff65e83f95ef854703c43b7604f47a66f1f8e16dee0f24e53b9,evidence/criteria_recheck/page_images/PER-20_p9.png,f7b238a4a599bff65e83f95ef854703c43b7604f47a66f1f8e16dee0f24e53b9,byte-identical,0
527bce8c030fd5d1708cfae6585ac9f7c3952be1e347156975cc48efc401aee0,evidence/criteria_recheck/page_images/PER-21_p7.png,527bce8c030fd5d1708cfae6585ac9f7c3952be1e347156975cc48efc401aee0,byte-identical,0
14852cc6c4e75f5c3af06f25b39ee2fa149a787b19b2bc52b434261237ba675d,evidence/criteria_recheck/page_images/PER-21_p8.png,14852cc6c4e75f5c3af06f25b39ee2fa149a787b19b2bc52b434261237ba675d,byte-identical,0
b86847e5b7b477e29e776a2ed099afa13d61aef1ddc14e438ba49312e9673e4b,evidence/criteria_recheck/page_images/PER-23_p1.png,b86847e5b7b477e29e776a2ed099afa13d61aef1ddc14e438ba49312e9673e4b,byte-identical,0
798c5186f91a986149e3e2bca21785dfbd5c5abeb228d3c6b7f79c6e00ee9d3c,evidence/criteria_recheck/parent_windows/PER-11.json,798c5186f91a986149e3e2bca21785dfbd5c5abeb228d3c6b7f79c6e00ee9d3c,byte-identical,0
9f251b111966d846246d745187c2a0e3a6f740b68d58627dcc68058b76ad0539,evidence/criteria_recheck/parent_windows/PER-20.json,9f251b111966d846246d745187c2a0e3a6f740b68d58627dcc68058b76ad0539,byte-identical,0
3dcd361c0d0eeaead828eed04bc0a4cde18c3b7e4eb885440ab2359e591a115d,evidence/criteria_recheck/parent_windows/PER-21.json,3dcd361c0d0eeaead828eed04bc0a4cde18c3b7e4eb885440ab2359e591a115d,byte-identical,0
5ecfa60a6032f68b9d4232dc08fa77133d1298fca3503d958ee889ec9cb6dbac,evidence/GEM-28_selected_pages.json,5ecfa60a6032f68b9d4232dc08fa77133d1298fca3503d958ee889ec9cb6dbac,byte-identical,0
1732ec0b1b575d08482f1df73af3125d9bb03616de9b0e8d88e0dee41fbda7f1,evidence/representative_source_checks.json,1732ec0b1b575d08482f1df73af3125d9bb03616de9b0e8d88e0dee41fbda7f1,byte-identical,0
2cf0452c3700a9fd2b9f3fa8b311f3361534f374f2925029d66a0ba01a04300b,evidence/visual_inspection_record.json,2cf0452c3700a9fd2b9f3fa8b311f3361534f374f2925029d66a0ba01a04300b,byte-identical,0
99596166c64de1cd2343edd9c7b8af0bddb7552f05c27b63cbc5c30d8f90c8b6,limitations_and_coverage.csv,99596166c64de1cd2343edd9c7b8af0bddb7552f05c27b63cbc5c30d8f90c8b6,byte-identical,0
0e7bca4f962b0eccb27a22d9cd62f65dc4ccc6e763efbad49d1af18facd71479,protocol/actor_later_policy.md,0e7bca4f962b0eccb27a22d9cd62f65dc4ccc6e763efbad49d1af18facd71479,byte-identical,0
a3eac979906a35909b07b79ec9f9806c4f74d0b2198c92f8a9c14c277561c86b,protocol/analysis_spec.json,b12337ac0c5c4a6d294eb2f784ae88ef109f8f5bd531a0ea08de11dc0111fffe,publication scope/provenance wording updated; analytical labels unchanged,0
9e9e8a786185e0d90f296a6f50d7df73d9c226d5e5ffc169fcf1cb7409b01d77,protocol/control_requirements.csv,59bddbd663c1a234b69794f45d6e2ddf7f701eb598dff2e42c1a59e11657cf47,source locator alias substitution only,317
0b8012bffcfdbeba89be8fb55088ca06e18fff56dbc52f378fe4f3c7c8f9b3e0,protocol/CRITERIA_CONTEXT_V1.md,0b8012bffcfdbeba89be8fb55088ca06e18fff56dbc52f378fe4f3c7c8f9b3e0,byte-identical,0
3d6aabe15fef0140a2206fb2d79aea336b21742407c9c02ce946a7ed64981369,protocol/criteria_source_context.csv,8d1ca65a500db9200f06c02c9f5171144b7f755d7df97d5d472d1d035081fefc,source locator alias substitution only,3
8d9de5a816a9a3ff80c6f5a34d18cf47b53cec9ef9eee673bf2cc0c0cba5866d,protocol/DATA_DICTIONARY.md,8d9de5a816a9a3ff80c6f5a34d18cf47b53cec9ef9eee673bf2cc0c0cba5866d,byte-identical,0
30f9e6eda5bf3cd034c15bac8bc862a0bd25a300e2459ad6f05233e81dc319f2,protocol/effect_review_policy.md,30f9e6eda5bf3cd034c15bac8bc862a0bd25a300e2459ad6f05233e81dc319f2,byte-identical,0
df7f3471925932cf62d5c8e0b0ad2b0a4274925f26c62c0444768d5fad8047a2,protocol/input_assets.csv,cfe0ea56dbdd7e8a0a0e577eac202391e4caa9cf64096781b82c601598cecd41,source locator alias substitution only,5
f9a76f1a89aaa81a4a2af88e1414d239c04f231acba0baf260f715c9a6c8d4e1,protocol/INTERPRETATION.md,f9a76f1a89aaa81a4a2af88e1414d239c04f231acba0baf260f715c9a6c8d4e1,byte-identical,0
67f7079d00ff32885e4a35f44639324db8d3eb093974a67b785ceb737ba22f54,protocol/selection_v1_arithmetic_subset.csv.json,67f7079d00ff32885e4a35f44639324db8d3eb093974a67b785ceb737ba22f54,byte-identical,0
9de6c03a7613bbf290a7aa83cfda6a0667b61749fb6bd5b59870fd566ce4abd1,protocol/selection_v3_arithmetic_candidates_subset.csv.json,9de6c03a7613bbf290a7aa83cfda6a0667b61749fb6bd5b59870fd566ce4abd1,byte-identical,0
f9052ee4738f4d3afc74d63b662ad13092862a07224d8684cae5f1345686b6c3,protocol/source_derivations.csv,d0bca74c7931cb7842d408d46461ded1c66c17f42e71d72fedafac443a9d8a6a,publication scope/provenance wording updated; analytical labels unchanged,0
6f693b7bf39d6427af381d6f4ea43d46e950ef7e8f6a382541bee3a4f9f3b1cb,protocol/supplemental_ahp_requirements.csv,2180f21eae290bbb3428d9df7a6e52a0ccf1ba869bc70f4f6fa9932c23e08a4a,publication scope/provenance wording updated; analytical labels unchanged,0
ac808679e39c8da52e102770acf46f063e7ab1105ff6c1ee13c77bf79e912c6d,legacy/2026-09-20_README.md,6e5113b69a1c7d148289505cea54a219b22ac1809e7bfa111a398d3fd59f15fe,publication scope/provenance wording updated; analytical labels unchanged,0
45dc0273db825fd7699369d8607618bff80e9da4c903fbc4ae4c80e8c2b70502,requirements-source-checks.txt,45dc0273db825fd7699369d8607618bff80e9da4c903fbc4ae4c80e8c2b70502,byte-identical,0
de5071bcee74251694be408bd3dcfca5d6350bee6f4c8bd632ad0853ea117fb9,requirements.txt,de5071bcee74251694be408bd3dcfca5d6350bee6f4c8bd632ad0853ea117fb9,byte-identical,0
5a1bc677866a697d003494fe4f89e8b32fe9028cee8f0fae4c0c770e2118f4c8,source_assets.csv,36eee80d3ce950afff8cc8a824ad83dce5083cf870b1bc3f74c28c41c5f8bf4a,source locator alias substitution only,120
c8ef6fd23e2126868f277ab301b519deeed5126c167e4b65fbedb30b97dbaeec,tests/test_closeout.py,c8ef6fd23e2126868f277ab301b519deeed5126c167e4b65fbedb30b97dbaeec,byte-identical,0
3967e03af1df0b30dbb823b9aec304807b5e6b87f98b12045d554af1d914a61c,tests/test_criteria_recheck.py,3967e03af1df0b30dbb823b9aec304807b5e6b87f98b12045d554af1d914a61c,byte-identical,0
